dataset_item_id,route,latency_ms,total_latency_ms,queueing_time_ms,inference_time_ms,exact_match,ground_truth,answer,job_start_ts,inference_start_ts,inference_end_ts,prompt,number_of_words,number_of_characters,experiment_start_time_ms,experiment_end_time_ms,dataset_name,route_strategy,pattern,device_model,cloud_model,jseq_predicted_device_inference_time,jseq_predicted_device_total_time,jseq_expected_device_finish_time,jseq_expected_device_number_jobs,jseq_predicted_cloud_inference_time,jseq_predicted_cloud_total_time,jseq_expected_cloud_finish_time,jseq_expected_cloud_number_jobs
677,device,466.60,473.00,7.00,466.00,0,"1","(2)",1772289796503,1772289796510,1772289796976,"Task: Determine whether the following news article belong to world, sports, business or Sci/Tech category.
                                        Categories: World (1), Sports (2), Business (3), Sci/Tech (4).
                                        Instructions: Answer with ONLY the id (1,2,3 or 4) of the class. Do not provide any explanation or additional text.
                                        News Title: SEVEN KILLED IN KABUL BLOODSHED
                                        News Description: At least seven people have been killed in a bomb blast in central Kabul - the second deadly explosion in Afghanistan over the weekend.
                                        ",77,683,1772289796501,1772289890695,ag_news_test,jseq,exponential-arrival,onnx-community/Llama-3.2-1B-Instruct-ONNX,meta-llama/llama-3.2-1b-instruct,129.63769825011357,129.6376953125,1772289796632.6377,0,147.49376724911446,147.49365234375,1772289796650.4937,0
2,cloud,142.10,152.00,10.00,142.00,1,"3","3",1772289796833,1772289796843,1772289796985,"Task: Determine whether the following news article belong to world, sports, business or Sci/Tech category.
                                        Categories: World (1), Sports (2), Business (3), Sci/Tech (4).
                                        Instructions: Answer with ONLY the id (1,2,3 or 4) of the class. Do not provide any explanation or additional text.
                                        News Title: Technology ; STT, Telekom Malaysia buy 48 pct of Idea
                                        News Description: Singapore government-owned STT and TM International, the international investment arm of Telekom Malaysia, said in a statement on Saturday they had signed  quot;definitive agreements quot; to buy the entire stake of Cingular Wireless in Idea.
                                        ",93,813,1772289796501,1772289890695,ag_news_test,jseq,exponential-arrival,onnx-community/Llama-3.2-1B-Instruct-ONNX,meta-llama/llama-3.2-1b-instruct,149.6612291230637,194.201416015625,1772289797027.2014,1,162.45194053029198,162.451904296875,1772289796995.452,0
1,device,155.80,415.00,259.00,156.00,1,"3","3",1772289796732,1772289796991,1772289797147,"Task: Determine whether the following news article belong to world, sports, business or Sci/Tech category.
                                        Categories: World (1), Sports (2), Business (3), Sci/Tech (4).
                                        Instructions: Answer with ONLY the id (1,2,3 or 4) of the class. Do not provide any explanation or additional text.
                                        News Title: CEO Eisner to Step Down in Sept 2006 -WSJ
                                        News Description:  NEW YORK (Reuters) - Michael Eisner plans to step down as  Walt Disney Co.'s chief executive when his contract expires in  September 2006, the Wall Street Journal said on Friday.
                                        ",87,738,1772289796501,1772289890695,ag_news_test,jseq,exponential-arrival,onnx-community/Llama-3.2-1B-Instruct-ONNX,meta-llama/llama-3.2-1b-instruct,145.54020215012505,145.540283203125,1772289796877.5403,0,162.80107864498865,162.801025390625,1772289796894.801,0
3,device,116.60,283.00,167.00,116.00,1,"3","3",1772289797001,1772289797168,1772289797284,"Task: Determine whether the following news article belong to world, sports, business or Sci/Tech category.
                                        Categories: World (1), Sports (2), Business (3), Sci/Tech (4).
                                        Instructions: Answer with ONLY the id (1,2,3 or 4) of the class. Do not provide any explanation or additional text.
                                        News Title: Guilty Plea Seen in Computer Associates Case
                                        News Description: Steven Woghin, the former general counsel of Computer Associates, will plead guilty to criminal charges.
                                        ",70,666,1772289796501,1772289890695,ag_news_test,jseq,exponential-arrival,onnx-community/Llama-3.2-1B-Instruct-ONNX,meta-llama/llama-3.2-1b-instruct,135.55712006570528,135.55712890625,1772289797136.5571,0,145.67407252403055,145.674072265625,1772289797146.674,0
6,cloud,137.10,139.00,2.00,137.00,1,"3","3",1772289797424,1772289797426,1772289797563,"Task: Determine whether the following news article belong to world, sports, business or Sci/Tech category.
                                        Categories: World (1), Sports (2), Business (3), Sci/Tech (4).
                                        Instructions: Answer with ONLY the id (1,2,3 or 4) of the class. Do not provide any explanation or additional text.
                                        News Title: Earnings Improve at Japanese Electronics Firms
                                        News Description: The Japanese electronics makers remained cautious about the months ahead, citing worries about global growth. Japanese corporate profits are almost certain to be hurt by any economic slowdown in Japan and in the United States.
                                        ",89,790,1772289796501,1772289890695,ag_news_test,jseq,exponential-arrival,onnx-community/Llama-3.2-1B-Instruct-ONNX,meta-llama/llama-3.2-1b-instruct,159.68741306704717,296.11376953125,1772289797720.1138,1,157.03890960438747,157.038818359375,1772289797581.0388,0
4,device,170.90,181.00,10.00,171.00,1,"3","3",1772289797389,1772289797399,1772289797570,"Task: Determine whether the following news article belong to world, sports, business or Sci/Tech category.
                                        Categories: World (1), Sports (2), Business (3), Sci/Tech (4).
                                        Instructions: Answer with ONLY the id (1,2,3 or 4) of the class. Do not provide any explanation or additional text.
                                        News Title: Coke opens its coolers to rival products
                                        News Description: Coca Cola is to allow other companies #39; products in its shop coolers for the first time. It has agreed the move in a deal with the European Commission to settle a five year competition case.
                                        ",91,751,1772289796501,1772289890695,ag_news_test,jseq,exponential-arrival,onnx-community/Llama-3.2-1B-Instruct-ONNX,meta-llama/llama-3.2-1b-instruct,133.64267453304865,133.642578125,1772289797522.6426,0,156.71465340629,156.714599609375,1772289797545.7146,0
5,device,124.20,292.00,168.00,124.00,0,"2","3",1772289797415,1772289797583,1772289797707,"Task: Determine whether the following news article belong to world, sports, business or Sci/Tech category.
                                        Categories: World (1), Sports (2), Business (3), Sci/Tech (4).
                                        Instructions: Answer with ONLY the id (1,2,3 or 4) of the class. Do not provide any explanation or additional text.
                                        News Title:  #39;Noles Rebound
                                        News Description: Leon Washington ran for 104 yards and a touchdown and Florida State sacked Alabama-Birmingham #39;s Darrell Hackney eight times Saturday night to rebound from a disappointing loss to Miami with a 34-7 victory.
                                        ",83,745,1772289796501,1772289890695,ag_news_test,jseq,exponential-arrival,onnx-community/Llama-3.2-1B-Instruct-ONNX,meta-llama/llama-3.2-1b-instruct,145.42623981983942,145.42626953125,1772289797560.4263,0,151.45599071279767,151.4560546875,1772289797566.456,0
7,device,129.70,140.00,10.00,130.00,1,"3","3",1772289797724,1772289797734,1772289797864,"Task: Determine whether the following news article belong to world, sports, business or Sci/Tech category.
                                        Categories: World (1), Sports (2), Business (3), Sci/Tech (4).
                                        Instructions: Answer with ONLY the id (1,2,3 or 4) of the class. Do not provide any explanation or additional text.
                                        News Title: US Airways May Liquidate by February
                                        News Description: ALEXANDRIA, Va. Sept. 27, 2004 - US Airways Group Inc. warned in a bankruptcy court filing that it may have to liquidate by February if a judge does not impose a temporary 23 percent pay cut on its union workers.
                                        ",94,766,1772289796501,1772289890695,ag_news_test,jseq,exponential-arrival,onnx-community/Llama-3.2-1B-Instruct-ONNX,meta-llama/llama-3.2-1b-instruct,147.7656662595996,147.765625,1772289797871.7656,0,156.99857338035406,156.99853515625,1772289797880.9985,0
8,device,128.10,138.00,10.00,128.00,1,"3","3",1772289798004,1772289798014,1772289798142,"Task: Determine whether the following news article belong to world, sports, business or Sci/Tech category.
                                        Categories: World (1), Sports (2), Business (3), Sci/Tech (4).
                                        Instructions: Answer with ONLY the id (1,2,3 or 4) of the class. Do not provide any explanation or additional text.
                                        News Title: A mixed economic bag in July
                                        News Description: Factory orders in July for costly manufactured goods recorded the biggest gain in four months. New home sales, meanwhile, slid, according to a pair of reports 
                                        ",80,705,1772289796501,1772289890695,ag_news_test,jseq,exponential-arrival,onnx-community/Llama-3.2-1B-Instruct-ONNX,meta-llama/llama-3.2-1b-instruct,129.82005122519027,129.820068359375,1772289798133.82,0,158.93574189808447,158.935791015625,1772289798162.9358,0
9,device,135.10,143.00,8.00,135.00,0,"4","3",1772289798504,1772289798512,1772289798647,"Task: Determine whether the following news article belong to world, sports, business or Sci/Tech category.
                                        Categories: World (1), Sports (2), Business (3), Sci/Tech (4).
                                        Instructions: Answer with ONLY the id (1,2,3 or 4) of the class. Do not provide any explanation or additional text.
                                        News Title: EU Accuses Microsoft of Paternal View
                                        News Description: Microsoft Corp. said Friday that small companies and their customers would suffer most if it is forced to remove its digital media software from Windows, while the European Union accused it of being ""paternalistic"" in trying to decide what's best for everyone.
                                        ",96,815,1772289796501,1772289890695,ag_news_test,jseq,exponential-arrival,onnx-community/Llama-3.2-1B-Instruct-ONNX,meta-llama/llama-3.2-1b-instruct,146.02230259608862,146.022216796875,1772289798650.0222,0,160.92067105261313,160.920654296875,1772289798664.9207,0
