dataset_item_id,route,latency_ms,total_latency_ms,queueing_time_ms,inference_time_ms,exact_match,ground_truth,answer,job_start_ts,inference_start_ts,inference_end_ts,prompt,number_of_words,number_of_characters,experiment_start_time_ms,experiment_end_time_ms,dataset_name,route_strategy,pattern,device_model,cloud_model,jseq_predicted_device_inference_time,jseq_predicted_device_total_time,jseq_expected_device_finish_time,jseq_expected_device_number_jobs,jseq_predicted_cloud_inference_time,jseq_predicted_cloud_total_time,jseq_expected_cloud_finish_time,jseq_expected_cloud_number_jobs
1,cloud,315.50,318.00,3.00,315.00,1,"False","false",1772137259418,1772137259421,1772137259736,"Question: is season 14 the last season for grey's anatomy
                                        Context: On April 20, 2018, ABC officially renewed Grey's Anatomy for a network primetime drama record-setting fifteenth season.
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",46,424,1772137259415,1772137316555,boolq_validation,jseq,exponential-arrival,onnx-community/Llama-3.2-1B-Instruct-ONNX,meta-llama/llama-3.2-1b-instruct,29399.703833974123,29399.703857421875,1772137288817.7039,0,27767.069480636674,27767.069580078125,1772137287185.0696,0
2,device,560.30,571.00,11.00,560.00,0,"False","true",1772137259511,1772137259522,1772137260082,"Question: is any part of lake michigan in canada
                                        Context: Though the five lakes lie in separate basins, they form a single, naturally interconnected body of fresh water, within the Great Lakes Basin. They form a chain connecting the east-central interior of North America to the Atlantic Ocean. From the interior to the outlet at the Saint Lawrence River, water flows from Superior to Huron and Michigan, southward to Erie, and finally northward to Lake Ontario. The lakes drain a large watershed via many rivers, and are studded with approximately 35,000 islands. There are also several thousand smaller lakes, often called ``inland lakes,'' within the basin. The surface area of the five primary lakes combined is roughly equal to the size of the United Kingdom, while the surface area of the entire basin (the lakes and the land they drain) is about the size of the UK and France combined. Lake Michigan is the only one of the Great Lakes that is located entirely within the United States; the others form a water boundary between the United States and Canada. The lakes are divided among the jurisdictions of the Canadian province of Ontario and the U.S. states of Michigan, Wisconsin, Minnesota, Illinois, Indiana, Ohio, Pennsylvania, and New York. Both Ontario and Michigan include in their boundaries portions of four of the lakes: Ontario does not border Lake Michigan, and Michigan does not border Lake Ontario. New York and Wisconsin's jurisdictions extend into two lakes, and each of the remaining states into one of the lakes.
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",273,1776,1772137259415,1772137316555,boolq_validation,jseq,exponential-arrival,onnx-community/Llama-3.2-1B-Instruct-ONNX,meta-llama/llama-3.2-1b-instruct,-49298.82115301005,-49298.821044921875,1772137210212.179,0,-7697.735820643763,-7697.73583984375,1772137251813.2642,0
3,device,127.80,708.00,581.00,127.00,0,"False","true",1772137259512,1772137260093,1772137260220,"Question: is g major and e minor the same
                                        Context: For example, G major and E minor both have a single sharp in their key signature at F♯; therefore, E minor is the relative minor of G major, and conversely G major is the relative major of E minor. The tonic of the relative minor is the sixth scale degree of the major scale, while the tonic of the relative major is the third degree of the minor scale. The relative relationship may be visualized through the circle of fifths.
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",108,716,1772137259415,1772137316555,boolq_validation,jseq,exponential-arrival,onnx-community/Llama-3.2-1B-Instruct-ONNX,meta-llama/llama-3.2-1b-instruct,-23685.815336348718,-23685.8154296875,1772137235826.1846,1,5842.291806660177,5842.291748046875,1772137265354.2917,0
2,cloud,168.50,171.00,2.00,169.00,0,"False","true",1772137260076,1772137260078,1772137260247,"Question: is any part of lake michigan in canada
                                        Context: Though the five lakes lie in separate basins, they form a single, naturally interconnected body of fresh water, within the Great Lakes Basin. They form a chain connecting the east-central interior of North America to the Atlantic Ocean. From the interior to the outlet at the Saint Lawrence River, water flows from Superior to Huron and Michigan, southward to Erie, and finally northward to Lake Ontario. The lakes drain a large watershed via many rivers, and are studded with approximately 35,000 islands. There are also several thousand smaller lakes, often called ``inland lakes,'' within the basin. The surface area of the five primary lakes combined is roughly equal to the size of the United Kingdom, while the surface area of the entire basin (the lakes and the land they drain) is about the size of the UK and France combined. Lake Michigan is the only one of the Great Lakes that is located entirely within the United States; the others form a water boundary between the United States and Canada. The lakes are divided among the jurisdictions of the Canadian province of Ontario and the U.S. states of Michigan, Wisconsin, Minnesota, Illinois, Indiana, Ohio, Pennsylvania, and New York. Both Ontario and Michigan include in their boundaries portions of four of the lakes: Ontario does not border Lake Michigan, and Michigan does not border Lake Ontario. New York and Wisconsin's jurisdictions extend into two lakes, and each of the remaining states into one of the lakes.
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",273,1776,1772137259415,1772137316555,boolq_validation,jseq,exponential-arrival,onnx-community/Llama-3.2-1B-Instruct-ONNX,meta-llama/llama-3.2-1b-instruct,41557.61391097968,41557.614013671875,1772137301633.614,2,1801.0981777057,1801.09814453125,1772137261877.0981,0
1,device,88.90,272.00,183.00,89.00,1,"False","false",1772137260048,1772137260231,1772137260320,"Question: is season 14 the last season for grey's anatomy
                                        Context: On April 20, 2018, ABC officially renewed Grey's Anatomy for a network primetime drama record-setting fifteenth season.
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",46,424,1772137259415,1772137316555,boolq_validation,jseq,exponential-arrival,onnx-community/Llama-3.2-1B-Instruct-ONNX,meta-llama/llama-3.2-1b-instruct,-13367.354563120709,-13367.3544921875,1772137246680.6455,1,409.4882320319191,409.48828125,1772137260457.4883,0
3,device,118.70,349.00,230.00,119.00,0,"False","true",1772137260101,1772137260331,1772137260450,"Question: is g major and e minor the same
                                        Context: For example, G major and E minor both have a single sharp in their key signature at F♯; therefore, E minor is the relative minor of G major, and conversely G major is the relative major of E minor. The tonic of the relative minor is the sixth scale degree of the major scale, while the tonic of the relative major is the third degree of the minor scale. The relative relationship may be visualized through the circle of fifths.
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",108,716,1772137259415,1772137316555,boolq_validation,jseq,exponential-arrival,onnx-community/Llama-3.2-1B-Instruct-ONNX,meta-llama/llama-3.2-1b-instruct,219.96440000081867,219.96435546875,1772137260320.9644,1,406.8709532189907,406.870849609375,1772137260507.8708,0
4,device,126.30,350.00,223.00,127.00,1,"False","false",1772137260237,1772137260460,1772137260587,"Question: is what a wonderful world in the public domain
                                        Context: ``What a Wonderful World'' is a pop ballad written by Bob Thiele (as ``George Douglas'') and George David Weiss. It was first recorded by Louis Armstrong and released in 1967 as a single, which topped the pop charts in the United Kingdom. Thiele and Weiss were both prominent in the music world (Thiele as a producer and Weiss as a composer/performer). Armstrong's recording was inducted in the Grammy Hall of Fame in 1999. The publishing for this song is controlled by Memory Lane Music Group, Carlin Music Corp. and BMG Rights Management.
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",121,844,1772137259415,1772137316555,boolq_validation,jseq,exponential-arrival,onnx-community/Llama-3.2-1B-Instruct-ONNX,meta-llama/llama-3.2-1b-instruct,257.9250333957938,341.889404296875,1772137260578.8894,1,536.0777541435913,536.07763671875,1772137260773.0776,0
5,cloud,165.60,177.00,11.00,166.00,1,"True","true",1772137260434,1772137260445,1772137260611,"Question: does rachel and ross get together in the end
                                        Context: The series finale closes several long-running storylines. Ross Geller (David Schwimmer) confesses his love for Rachel Green (Jennifer Aniston), and they decide to resume their relationship; and Monica Geller (Courteney Cox) and Chandler Bing (Matthew Perry) adopt twins and move to the suburbs. The episode's final scene shows the group leaving their apartments for the final time and going to Central Perk for one last cup of coffee.
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",97,736,1772137259415,1772137316555,boolq_validation,jseq,exponential-arrival,onnx-community/Llama-3.2-1B-Instruct-ONNX,meta-llama/llama-3.2-1b-instruct,223.13084736301226,368.020263671875,1772137260802.0203,1,89.5049199947136,89.5048828125,1772137260523.505,0
6,cloud,180.00,188.00,8.00,180.00,0,"False","true",1772137260634,1772137260642,1772137260822,"Question: do i have to show identification to a police officer
                                        Context: ``Stop and identify'' statutes are statutory laws in the United States that authorize police to legally obtain the identification of someone whom they reasonably suspect of having committed a crime. If there is no reasonable suspicion that a crime has been committed, is being committed, or is about to be committed, an individual is not required to provide identification, even in ``Stop and ID'' states.
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",95,715,1772137259415,1772137316555,boolq_validation,jseq,exponential-arrival,onnx-community/Llama-3.2-1B-Instruct-ONNX,meta-llama/llama-3.2-1b-instruct,150.89749667759375,150.8974609375,1772137260784.8975,0,114.14181283934575,114.141845703125,1772137260748.1418,0
7,device,124.00,134.00,10.00,124.00,1,"False","false",1772137260818,1772137260828,1772137260952,"Question: is the venus fly trap the only carnivorous plant
                                        Context: Speed of closing can vary depending on the amount of humidity, light, size of prey, and general growing conditions. The speed with which traps close can be used as an indicator of a plant's general health. Venus flytraps are not as humidity-dependent as are some other carnivorous plants, such as Nepenthes, Cephalotus, most Heliamphora, and some Drosera.
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",86,661,1772137259415,1772137316555,boolq_validation,jseq,exponential-arrival,onnx-community/Llama-3.2-1B-Instruct-ONNX,meta-llama/llama-3.2-1b-instruct,128.30285326694087,128.302734375,1772137260946.3027,0,147.15475662199316,147.15478515625,1772137260965.1548,0
